produto,codigo,categoria,tipo_produto,preco_desconto,perc_desconto,avaliacao,qtd_avaliacoes,valor_total_vendas
"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body And Heating Plate, Boils Up To 7 Eggs At A Time, Automatic Shut Down, White, Standard (Vb021070)",B099Z83VRC,Home e Kitchen,Outros,63.12,41.0,4.3,1404.0,88620.48
Philips Viva Collection Hr1832/00 1.5-Litre400-Watt Juicer (Ink Black),B00S9BSJC8,Home e Kitchen,Outros,389.94,28.0,4.3,2810.0,1095731.4
Kitchenwell Multipurpose Portable Electronic Digital Weighing Scale Weight Machine | Weight Machine | 10 Kg,B0B4SJKRDF,Home e Kitchen,Outros,14.34,0.0,4.3,7.0,100.38
"Figment Handheld Milk Frother Rechargeable, 3-Speed Electric Frother For Coffee With 2 Whisks And Coffee Decoration Tool, Coffee Frother Mixer, Crescent Enterprises Vrw0.50Bk (A1)",B0BM4KTNL1,Home e Kitchen,Outros,41.94,56.0,4.7,1729.0,72514.26
"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",B08S6RKT4L,Home e Kitchen,Outros,155.94,39.0,4.4,2116.0,329969.04
"Swiss Military Vc03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner For Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum With Powerful Motor",B09SZ5TWHW,Home e Kitchen,Outros,92.82,46.0,3.9,463.0,42975.659999999996
"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother For Hot Milk, Hand Blender Coffee, Egg Beater (Black)",B0BLC2BYPX,Home e Kitchen,Outros,29.939999999999998,62.0,4.7,54.0,1616.7599999999998
Usha Ih2415 1500-Watt Immersion Heater (Silver),B00P0R95EA,Home e Kitchen,Outros,30.599999999999998,20.0,4.1,7229.0,221207.4
Activa Instant 3 Ltr 3 Kva Special Anti Rust Coated Tank Geyser With Full Abs Body With 5 Year Warranty Premium (White),B07W4HTS8Q,Home e Kitchen,Outros,113.94,50.0,3.8,3842.0,437757.48
"Havells Instanio 1-Litre 3Kw Instant Water Heater (Geyser), White Blue",B078JBK4GX,Home e Kitchen,Outros,155.94,43.0,4.4,646.0,100737.24
"Lifelong 2-In1 Egg Boiler And Poacher 500-Watt (Transparent And Silver Grey), Boil 8 Eggs, Poach 4 Eggs, Easy To Clean| 3 Boiling Modes, Stainless Steel Body And Heating Plate, Automatic Turn-Off",B08S7V8YTN,Home e Kitchen,Outros,71.94,66.0,4.3,1802.0,129635.87999999999
"Indias®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can Be Used In Bathroom, Kitchen, Wash Area, Hotels, Hospital Etc.",B07H5PBN54,Home e Kitchen,Outros,59.94,62.0,3.4,252.0,15104.88
Amazonbasics Induction Cooktop 1600 Watt (Black),B07YCBSCYB,Home e Kitchen,Outros,119.94,39.0,4.2,780.0,93553.2
"Sui Generis Electric Handheld Milk Wand Mixer Frother For Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",B098T9CJVQ,Home e Kitchen,Outros,12.6,70.0,3.7,74.0,932.4
"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Airborne Viruses E Bacteria,99.97% Airborne Pollutants,Ideal For Master Bedroom",B01KCSGBU2,Home e Kitchen,Outros,869.9399999999999,38.0,4.3,2026.0,1762498.44
"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",B095XCRDQW,Home e Kitchen,Outros,57.0,41.0,4.3,5911.0,336927.0
"Philips Air Fryer Hd9200/90, Uses Up To 90% Less Fat, 1400W, 4.1 Liter, With Rapid Air Technology (Black), Large",B09CTWFV5W,Home e Kitchen,Outros,431.94,28.0,4.4,1964.0,848330.16
Havells Bero Quartz Heater Black 800W 2 Heat Settings 2 Year Product Warranty,B0B7NWGXS6,Home e Kitchen,Outros,146.34,4.0,4.1,25.0,3658.5
"Philips Easytouch Plus Standing Garment Steamer Gc523/60 - 1600 Watt, 5 Steam Settings, Up To 32 G/Min Steam, With Double Pole",B07DZ986Q2,Home e Kitchen,Outros,467.94,13.0,4.0,3160.0,1478690.4
"Brayden Chopro, Electric Vegetable Chopper For Kitchen With 500 Ml Capacity, 400 Watts Copper Motor And 4 Bi-Level Ss Blades (Black)",B07KKJPTWB,Home e Kitchen,Outros,95.94,20.0,4.4,1558.0,149474.52
"Wonderchef Nutri-Blend Mixer, Grinder E Blender | Powerful 400W 22000 Rpm Motor | Stainless Steel Blades | 3 Unbreakable Jars | 2 Years Warranty | Online Recipe Book By Chef Sanjeev Kapoor | Black",B071R3LHFM,Home e Kitchen,Outros,173.94,47.0,3.8,8958.0,1558154.52
Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine With 14 Stitch Function (White And Blue) With Free Sewing Kit Worth Rs 500,B086X18Q71,Home e Kitchen,Outros,587.9399999999999,19.0,4.3,13251.0,7790792.9399999995
Black+Decker Handheld Portable Garment Steamer 1500 Watts With Anti Calc (Violet),B07WVQG8WZ,Home e Kitchen,Outros,197.94,34.0,3.8,1393.0,275730.42
"Personal Size Blender, Portable Blender, Battery Powered USB Blender, With Four Blades, Mini Blender Travel Bottle For Juice, Shakes, And Smoothies (Pink)",B0BFBNXS94,Home e Kitchen,Outros,40.14,55.0,2.3,13.0,521.82
Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,B071113J7M,Home e Kitchen,Outros,353.4,22.0,4.5,7241.0,2558969.4
"Sure From Aquaguard Delight Nxt Ro+Uv+Uf+Taste Adjuster(Mtds),6L Water Purifier,8 Stages Purification,Suitable For Borewell,Tanker,Municipal Water(Black) From Eureka Forbes",B09YLWT89W,Home e Kitchen,Outros,551.9399999999999,49.0,4.0,16020.0,8842078.799999999
"Prettykrafts Laundry Basket For Clothes With Lid E Handles, Toys Organiser, 75 Ltr Grey",B0814LP6S9,Home e Kitchen,Outros,21.06,68.0,3.7,1470.0,30958.199999999997
Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),B07BKSSDR2,Health e PersonalCare,Outros,53.94,53.0,4.0,3663.0,197582.22
"Tesora - Inspired By You Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection E Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",B09VGS66FV,Home e Kitchen,Outros,80.94,27.0,4.4,638.0,51639.72
"Agaro Ace 1600 Watts, 21.5 Kpa Suction Power, 21 Litres Wet E Dry Stainless Steel Vacuum Cleaner With Blower Function And Washable Dust Bag",B07RCGTZ4M,Home e Kitchen,Bolsa/Acessorio,374.15999999999997,38.0,4.1,3552.0,1329016.3199999998
"Inalsa Hand Blender 1000 Watt With Chopper, Whisker, 600 Ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |Anti-Splash Technology|2 Year Warranty",B0747VDH9L,Home e Kitchen,Outros,164.51999999999998,31.0,4.4,11148.0,1834068.9599999997
"Akiara - Makes Life Easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine For Home Tailoring, Hand Machine | Mini Silai | White Hand Machine With Adapter",B08XLR6DSB,Home e Kitchen,Rede,43.26,52.0,3.1,2449.0,105943.73999999999
"Philips Easyspeed Plus Steam Iron Gc2145/20-2200W, Quick Heat Up With Up To 30 G/Min Steam, 110 G Steam Boost, Scratch Resistant Ceramic Soleplate, Vertical Steam E Drip-Stop",B08H6CZSHT,Home e Kitchen,Outros,174.18,12.0,4.3,2299.0,400439.82
"Inalsa Electric Chopper Bullet- 400 Watts With 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 Ml Capacity| One Touch Operation, 1.30Mtr Long Power Cord (Black/Silver)",B07CVR2L5K,Home e Kitchen,Outros,99.36,39.0,4.4,6027.0,598842.72
"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",B09J4YQYX3,Home e Kitchen,Outros,83.94,39.0,4.4,461.0,38696.34
Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual Function-Sw Maker E Griller|Non Stick Coat -Bpa E Ptfe Free |Auto Temp Cut-Off| Height Control -180ᶿ E 105ᶿ |2 Year Warranty|Ss Finish|Standard Size,B0B2DD8BQ8,Home e Kitchen,Outros,124.74,33.0,4.1,282.0,35176.68
Rico Irpro 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection E Stainless Steel Heating Element For Instant Heating| Isi Certified 1 Year Replacement Warranty,B0123P3PWE,Home e Kitchen,Outros,59.94,7.0,4.1,9275.0,555943.5
"Eureka Forbes Active Clean 700 Watts Powerful Suction E Blower Vacuum Cleaner With Washable Hepa Filter E 6 Accessories,1 Year Warranty,Compact,Light Weight E Easy To Use (Red E Black)",B08HDCWDXD,Home e Kitchen,Outros,190.73999999999998,55.0,4.0,743.0,141719.81999999998
"Csi International® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made Of First Class Abs Plastic 3Kw (White)",B0836JGZ74,Home e Kitchen,Outros,62.94,58.0,3.6,328.0,20644.32
Hindware Atlantic Xceed 5L 3Kw Instant Water Heater With Copper Heating Element And High Grade Stainless Steel Tank,B0BCKJJN8R,Home e Kitchen,Outros,215.94,51.0,3.9,942.0,203415.48
Morphy Richards New Europa 800-Watt Espresso And Cappuccino 4-Cup Coffee Maker (Black),B008P7IF02,Home e Kitchen,Outros,287.94,17.0,3.9,3815.0,1098491.1
"Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder With 3 Speed Control And 1100 Watt Dry Non-Stick Soleplate Iron Super Combo (White And Grey, 1 Year Warranty)",B08CNLYKW5,Home e Kitchen,Outros,101.94,50.0,3.8,7988.0,814296.72
"Ibell Castor Ctek15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",B08C7TYHPB,Home e Kitchen,Outros,39.839999999999996,55.0,4.1,925.0,36852.0
"Bajaj Pygmy Mini 110 Mm 10 W High Speed Operation, USB Charging, Multi-Clip Function Personal Fan",B08VJFYH6N,Home e Kitchen,Carregador,56.879999999999995,41.0,4.1,4370.0,248565.59999999998
"Crompton Instaglide 1000-Watts Dry Iron With American Heritage Coating, Pack Of 1 Iron",B08235JZFB,Home e Kitchen,Outros,51.0,15.0,4.1,7619.0,388569.0
Prestige Clean Home Water Purifier Cartridge,B078XFKBZL,Home e Kitchen,Outros,36.0,6.0,3.8,2593.0,93348.0
Morphy Richards Aristo 2000 Watts Ptc Room Heater (White),B01M265AAK,Home e Kitchen,Outros,222.66,17.0,4.3,356.0,79266.95999999999
"Gadgetronics Digital Kitchen Weighing Scale E Food Weight Machine For Health, Fitness, Home Baking E Cooking (10 Kgs,1 Year Warranty E Batteries Included)",B0B694PXQJ,Home e Kitchen,Outros,47.94,73.0,4.5,63.0,3020.22
"Hul Pureit Germkill Kit For Advanced 23 L Water Purifier - 3000 L Capacity, Sand, Multicolour",B00B3VFJY2,Home e Kitchen,Outros,58.8,0.0,4.2,4740.0,278712.0
"Tom E Jerry Folding Laundry Basket For Clothes With Lid E Handle, Toys Organiser, 75 Litre, Green",B08W9BK4MD,Home e Kitchen,Outros,21.06,61.0,3.9,296.0,6233.759999999999
"Ikea Little Loved Corner Produkt Milk-Frother, Coffee/Tea Frother, Handheld Milk Wand Mixer Frother, Black",B09X5HD5T1,Home e Kitchen,Outros,13.74,54.0,3.5,185.0,2541.9
"Philips Easyspeed Plus Steam Iron Gc2147/30-2400W, Quick Heat Up With Up To 30 G/Min Steam, 150G Steam Boost, Scratch Resistant Ceramic Soleplate, Vertical Steam, Drip-Stop",B08H6B3G96,Home e Kitchen,Outros,200.94,16.0,4.3,1954.0,392636.76
"Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) With Multiple Safety System, White",B09N3BFP4M,Home e Kitchen,Outros,329.94,52.0,3.9,959.0,316412.46
"House Of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10Cm Sheet, Set Of 3 Rolls, 180 Sheets, 60 Sheets Each Roll Lint Roller Remover, Multicolour)",B09DSQXCM8,Home e Kitchen,Outros,17.939999999999998,40.0,3.9,1015.0,18209.1
"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier For Dryness, Cold E Cough Large Capacity For Room, Baby, Plants, Bedroom (2.4 L) (1 Year Warranty)",B01M69WCZ6,Home e Kitchen,Outros,134.94,37.0,4.0,3973.0,536116.62
Multifunctional 2 In 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off With Egg Boiler Machine Non-Stick Electric Egg Frying Pan-Tiger Woods (Multy),B0BM9H2NY9,Home e Kitchen,Outros,41.94,56.0,4.7,2300.0,96462.0
"Maharaja Whiteline Nano Carbon Neo, 500 Watts Room Heater (Black, White), Standard (5200100986)",B099FDW2ZF,Home e Kitchen,Outros,74.1,18.0,4.1,203.0,15042.3
"Kent Electric Chopper-B For Kitchen 250 Watt | Chop, Mince, Puree, Whisk, 400 Ml Capacity | Stainless Steel Double Chopping Blades | Transparent Chopping Bowl | Anti-Skid | One Touch Operation | Black",B0B935YNR7,Home e Kitchen,Outros,80.94,55.0,3.8,441.0,35694.54
Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) With Free Installation (White),B07JGCGNDG,Home e Kitchen,Outros,408.0,41.0,4.1,10308.0,4205664.0
"Kent 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-Off With Led Indicator | Adjustable Height Control, Metallic Silver, Standard",B07GWTWFS2,Home e Kitchen,Outros,101.94,14.0,4.1,4716.0,480749.04
"Candes Gloster All In One Silent Blower Fan Room Heater Ideal For Small And Medium Area, 2000 Watts (White)",B09KRHXTLN,Home e Kitchen,Outros,64.14,37.0,3.9,313.0,20075.82
"Inalsa Electric Fan Heater Hotty - 2000 Watts Variable Temperature Control Cool/Warm/Hot Air Selector | Over Heat Protection | Isi Certification, White",B09H34V36W,Home e Kitchen,Outros,80.94,46.0,3.8,166.0,13436.039999999999
Havells Zella Flap Auto Immersion Rod 1500 Watts,B09J2QCKKM,Home e Kitchen,Outros,89.94,57.0,4.1,303.0,27251.82
"Ibell Sm1301 3-In-1 Sandwich Maker With Detachable Plates For Toast / Waffle / Grill , 750 Watt (Black)",B09XRBJ94N,Home e Kitchen,Outros,125.52,55.0,4.3,562.0,70542.23999999999
"Inalsa Vacuum Cleaner Wet And Dry Micro Wd10 With 3In1 Multifunction Wet/Dry/Blowing| 14Kpa Suction And Impact Resistant Polymer Tank,(Yellow/Black)",B07SLNG3LW,Home e Kitchen,Outros,231.54,63.0,3.9,8095.0,1874316.3
"Mr. Brand Portable USB Juicer Electric USB Juice Maker Mixer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle With (Multi Color) (Multi Mixer 6 Bled)",B0BNDGL26T,Home e Kitchen,Outros,29.939999999999998,77.0,2.8,109.0,3263.4599999999996
Crompton Hill Briz Deco 1200Mm (48 Inch) High Speed Designer Ceiling Fan (Smoked Brown),B095PWLLY6,Home e Kitchen,Outros,108.24,24.0,4.0,15382.0,1664947.68
"Sujata Powermatic Plus, Juicer Mixer Grinder With Chutney Jar, 900 Watts, 3 Jars (White)",B07Y9PY6Y1,Home e Kitchen,Outros,391.5,26.0,4.5,5137.0,2011135.5
Aquadpure Copper + Mineral Ro+Uv+Uf 10 To 12 Liter Ro + Uv + Tds Adjuster Water Purifier With Copper Charge Technology Black E Copper Best For Home And Office (Made In India),B0BJ966M5K,Home e Kitchen,Outros,299.94,80.0,4.6,124.0,37192.56
Amazon Basics 650 Watt Drip Coffee Maker With Borosilicate Carafe,B086GVRP63,Home e Kitchen,Outros,71.34,50.0,4.1,618.0,44088.12
"Crompton Insta Delight Fan Circulator Room Heater With 3 Heat Settings (Slate Grey E Black, 2000 Watt)",B08MVXPTDG,Home e Kitchen,Outros,155.4,38.0,4.1,63.0,9790.2
!!Haneul!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!Hn-2500!!Made In India!!Thermoset!!,B0BMZ6SY89,Home e Kitchen,Outros,53.94,44.0,3.4,15.0,809.0999999999999
"Melbon Vm-905 2000-Watt Room Heater (Isi Certified, White Color) Ideal Electric Fan Heater For Small To Medium Room/Area (Plastic Body)",B09P1MFKG1,Home e Kitchen,Outros,59.879999999999995,67.0,4.6,9.0,538.92
"Cello Eliza Plastic Laundry Bag/Basket, 50 Litres, Light Grey",B01LY9W8AF,Home e Kitchen,Bolsa/Acessorio,59.883599999999994,22.0,4.2,7274.0,435593.30639999994
Activa 1200 Mm High Speed 390 Rpm Bee Approved 5 Star Rated Apsra Ceiling Fan Brown 2 Years Warranty,B07ZJND9B9,Home e Kitchen,Outros,65.94,45.0,3.9,5911.0,389771.33999999997
Shakti Technology S5 High Pressure Car Washer Machine 1900 Watts And Pressure 125 Bar With 10 Meter Hose Pipe,B0B2CWRDB1,Home e Kitchen,Outros,359.94,40.0,4.2,170.0,61189.8
"American Micronic- Imported Wet E Dry Vacuum Cleaner, 21 Litre Stainless Steel With Blower E Hepa Filter, 1600 Watts 100% Copper Motor 28 Kpa Suction With Washable Reusable Dust Bag (Red/Black/Steel)-Ami-Vcd21-1600Wdx",B072NCN9M4,Home e Kitchen,Bolsa/Acessorio,533.16,25.0,4.2,3065.0,1634135.4
"Demokrazy New Nova Lint Cum Fuzz Remover For All Woolens Sweaters, Blankets, Jackets Remover Pill Remover From Carpets, Curtains (Pack Of 1)",B08SKZ2RMG,Home e Kitchen,Outros,28.5,52.0,4.1,1021.0,29098.5
"Instant Pot Air Fryer, Vortex 2Qt, Touch Control Panel, 360° Evencrisp™ Technology, Uses 95 % Less Oil, 4-In-1 Appliance: Air Fry, Roast, Bake, Reheat (Vortex 1.97Litre, Black)",B0B53DS4TF,Home e Kitchen,Outros,299.7,75.0,4.8,3964.0,1188010.8
Hul Pureit Eco Water Saver Mineral Ro+Uv+Mf As Wall Mounted/Counter Top Black 10L Water Purifier,B08BJN4MP3,Home e Kitchen,Outros,839.9399999999999,44.0,4.4,8948.0,7515783.119999999
"Livpure Glo Star Ro+Uv+Uf+Mineraliser - 7 L Storage Tank, 15 Lph Water Purifier For Home, Black",B0BCYQY9X5,Home e Kitchen,Outros,509.94,48.0,4.3,97.0,49464.18
"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack Of 1",B009UORDX4,Home e Kitchen,Outros,56.94,3.0,4.3,7223.0,411277.62
Kuber Industries Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles| Capicity 45 Ltr (Grey E Black)-Kubmart11446,B08VGDBF3B,Home e Kitchen,Outros,23.7,21.0,4.0,330.0,7821.0
"Preethi Mga-502 0.4-Litre Grind And Store Jar (White), Stainless Steel, Set Of 1",B012ELCYUG,Home e Kitchen,Outros,38.1,0.0,4.3,4570.0,174117.0
"Usha Aurora 1000 W Dry Iron With Innovative Tail Light Indicator, Weilburger Soleplate (White E Grey)",B07S9M8YTY,Home e Kitchen,Outros,43.019999999999996,48.0,4.0,4867.0,209378.33999999997
"Ecovacs Deebot N8 2-In-1 Robotic Vacuum Cleaner, 2022 New Launch, Most Powerful Suction, Covers 2000+ Sq. Ft In One Charge, Advanced Dtof Technology With Ozmo Mopping (Deebot N8) - White",B0B19VJXQZ,Home e Kitchen,Bolsa/Acessorio,1674.0,53.0,4.4,5298.0,8868852.0
"Kent Gold, Optima, Gold+ Spare Kit",B00SMFPJG0,Home e Kitchen,Outros,38.94,3.0,4.1,7786.0,303186.83999999997
Avnish Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener For Drinking Cartridge Alkaline Taps For Kitchen Sink Bathroom Wash Basin (6-Layer Filtration),B0BHYLCL19,Home e Kitchen,Outros,11.58,52.0,3.6,37.0,428.46
Khaitan Orfin Fan Heater For Home And Kitchen-K0 2215,B0BPJBTB3F,Home e Kitchen,Outros,77.94,48.0,2.0,2.0,155.88
Usha Rapidmix 500-Watt Copper Motor Mixer Grinder With 3 Jars And 5 Years Warranty(Sea Green/White),B08MXJYB2V,Home e Kitchen,Outros,146.94,28.0,4.0,5206.0,764969.64
"Csi International® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made Of First Class Abs Plastic 3Kw (Red)",B081B1JL35,Home e Kitchen,Outros,62.94,58.0,3.7,638.0,40155.72
Havells Gatik Neo 400Mm Pedestal Fan (Aqua Blue),B09VL9KFDB,Home e Kitchen,Outros,143.94,43.0,3.8,397.0,57144.18
"Inalsa Upright Vacuum Cleaner, 2-In-1,Handheld E Stick For Home E Office Use,800W- With 16Kpa Strong Suction E Hepa Filtration|0.8L Dust Tank|Includes Multiple Accessories,(Grey/Black)",B0B1MDZV9C,Home e Kitchen,Outros,137.16,49.0,3.9,326.0,44714.159999999996
"Royal Step - Amazon'S Brand - Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,4 Blades Rechargeable Bottle With (Multi Color) (Multi)",B08TT63N58,Home e Kitchen,Outros,29.939999999999998,77.0,3.1,3527.0,105598.37999999999
"Nirdambhay Mini Bag Sealer, 2 In 1 Heat Sealer And Cutter Handheld Sealing Machine Portable Bag Resealer Sealer For Plastic Bags Food Storage Snack Fresh Bag Sealer (Including 2 Aa Battery)",B08YK7BBD2,Home e Kitchen,Bolsa/Acessorio,25.74,57.0,3.0,617.0,15881.58
Cello Non-Stick Aluminium Sandwich Gas Toaster(Black),B07YQ5SN4H,Home e Kitchen,Outros,17.939999999999998,50.0,4.0,314.0,5633.159999999999
Proven® Copper + Mineral Ro+Uv+Uf 10 To 12 Liter Ro + Uv + Tds Adjuster Water Purifier With Copper Charge Technology Black E Copper Best For Home And Office (Made In India),B0B7FJNSZR,Home e Kitchen,Outros,323.7,73.0,4.4,535.0,173179.5
"Morphy Richards Daisy 1000W Dry Iron With American Heritage Non-Stick Coated Soleplate, White",B01N6IJG0F,Home e Kitchen,Outros,33.54,45.0,4.1,17325.0,581080.5
Wipro Vesta 1200 Watt Gd201 Lightweight Automatic Dry Iron| Quick Heat Up| Stylish E Sleek |Anti Bacterial German Weilburger Double Coated Soleplate |2 Years Warranty,B0B84QN4CN,Home e Kitchen,Outros,39.6,40.0,3.6,91.0,3603.6
"Zuvexa Egg Boiler Poacher Automatic Off Steaming, Cooking, Boiling Double Layer 14 Egg Boiler (Multicolor)…",B0B8ZM9RVV,Home e Kitchen,Outros,25.14,58.0,4.4,227.0,5706.78
Ao Smith Hse-Vas-X-015 Storage 15 Litre Vertical Water Heater (Geyser) White 4 Star,B01892MIPA,Home e Kitchen,Outros,440.94,33.0,4.2,11957.0,5272319.58
Havells Festiva 1200Mm Dust Resistant Ceiling Fan (Gold Mist),B08ZHYNTM1,Home e Kitchen,Outros,173.94,28.0,4.3,7140.0,1241931.6
"Inalsa Vaccum Cleaner Handheld 800W High Powerful Motor- Dura Clean With Hepa Filtration E Strong Powerful 16Kpa Suction| Lightweight, Compact E Durable Body|Includes Multiple Accessories,(Grey/Black)",B09SDDQQKP,Home e Kitchen,Outros,107.94,45.0,3.8,687.0,74154.78
"Ibell Sm1515New Sandwich Maker With Floating Hinges, 1000Watt, Panini / Grill / Toast (Black)",B0B5RP43VN,Home e Kitchen,Outros,88.44,68.0,4.1,1045.0,92419.8
"Aquaguard Aura Ro+Uv+Uf+Taste Adjuster(Mtds) With Active Copper E Zinc 7L Water Purifier,8 Stages Of Purification,Suitable For Borewell,Tanker,Municipal Water(Black) From Eureka Forbes",B096NTB9XT,Home e Kitchen,Outros,959.9399999999999,35.0,4.0,11206.0,10757087.639999999
"Havells Instanio 3-Litre 4.5Kw Instant Water Heater (Geyser), White Blue",B078JF6X9B,Home e Kitchen,Outros,218.7,40.0,4.2,561.0,122690.7
"Milk Frother, Immersion Blender Cordlesss Foam Maker USB Rechargeable Small Mixer Handheld With 2 Stainless Whisks，Wisker For Stirring 3-Speed Adjustable Mini Frother For Cappuccino Latte Coffee Egg",B08CGW4GYR,Home e Kitchen,Outros,22.5,62.0,3.6,1988.0,44730.0
"Panasonic Sr-Wa22H (E) Automatic Rice Cooker, Apple Green, 2.2 Liters",B00A328ENA,Home e Kitchen,Outros,178.56,25.0,4.2,3740.0,667814.4
"Instacuppa Milk Frother For Coffee - Handheld Battery-Operated Electric Milk And Coffee Frother, Stainless Steel Whisk And Stand, Portable Foam Maker For Coffee, Cappuccino, Lattes, And Egg Beaters",B0763K5HLQ,Home e Kitchen,Outros,65.94,27.0,4.1,4401.0,290201.94
"Goodscity Garment Steamer For Clothes, Steam Iron Press - Vertical E Horizontal Steaming Up To 22G/Min, 1200 Watt, 230 Ml Water Tank E 30 Sec Fast Heating (Gc 111)",B09PDZNSBG,Home e Kitchen,Outros,154.5,62.0,4.2,611.0,94399.5
Solidaire 550-Watt Mixer Grinder With 3 Jars (Black) (Sld-550-B),B085LPT5F4,Home e Kitchen,Outros,98.94,41.0,3.9,2162.0,213908.28
"Amazon Basics 300 W Hand Blender With Stainless Steel Stem For Hot/Cold Blending And In-Built Cord Hook, Isi-Marked, Black",B0B9RZ4G4W,Home e Kitchen,Outros,47.94,53.0,4.0,97.0,4650.179999999999
Orpat Hhb-100E 250-Watt Hand Blender (White),B0085W2MUQ,Home e Kitchen,Outros,45.9,21.0,4.2,6055.0,277924.5
"Healthsense Rechargeable Lint Remover For Clothes | Fuzz And Fur Remover | Electric Fabric Shaver, Trimmer For Clothes, Carpet, Sofa, Sweaters, Curtains | One-Year Warranty Included - New-Feel Lr350",B09474JWN6,Home e Kitchen,Outros,59.94,33.0,4.2,386.0,23136.84
"Agaro Classic Portable Yogurt Maker, 1.2L Capacity, Electric, Automatic, Grey And White, Medium (33603)",B09G2VTHQM,Home e Kitchen,Outros,35.22,55.0,4.1,557.0,19617.54
Agaro Imperial 240-Watt Slow Juicer With Cold Press Technology,B07R679HTT,Home e Kitchen,Outros,756.54,47.0,4.4,2288.0,1730963.52
Wipro Smartlife Super Deluxe Dry Iron- 1000W,B00B7GKXMG,Home e Kitchen,Outros,41.94,18.0,4.1,1106.0,46385.64
"Amazonbasics Cylinder Bagless Vacuum Cleaner With Power Suction, Low Sound, High Energy Efficiency And 2 Years Warranty (1.5L, Black)",B07H3N8RJH,Home e Kitchen,Bolsa/Acessorio,227.94,37.0,4.2,11935.0,2720463.9
Crompton Ihl 251 1500-Watt Immersion Water Heater With Copper Heating Element And Ip 68 Protection,B07K2HVKLL,Home e Kitchen,Outros,38.4,37.0,4.1,5059.0,194265.6
Saiellin Room Heater For Home 2000 Watts Room Heater For Bedroom | Isi Approved With 1 Year Warranty | For 250 Sq. Feet Blower Heater E Room Heaters Home For Winters,B09MQ9PDHR,Home e Kitchen,Outros,58.739999999999995,51.0,3.9,157.0,9222.179999999998
"Bajaj Majesty Duetto Gas 6 Ltr Vertical Water Heater ( Lpg), White",B014HDJ7ZE,Home e Kitchen,Outros,321.9,28.0,3.9,3584.0,1153689.5999999999
Black + Decker Bd Bxir2201In 2200-Watt Cord E Cordless Steam Iron (Green),B07D2NMTTV,Home e Kitchen,Outros,191.94,9.0,4.2,1899.0,364494.06
"Inalsa Hand Blender| Hand Mixer|Beater - Easy Mix, Powerful 250 Watt Motor | Variable 7 Speed Control | 1 Year Warranty | (White/Red)",B075K76YW1,Home e Kitchen,Outros,58.739999999999995,30.0,4.2,15252.0,895902.4799999999
